time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-17T07:23:31.410Z,16.0387,-98.0169,10,4.2,mb,,167,1.604,1.25,us,us2000d3sw,2018-02-17T07:53:08.040Z,"28km SSW of Santa Maria Huazolotitlan, Mexico",earthquake,3.9,2,0.107,24,reviewed,us,us
2018-02-17T06:29:39.370Z,12.9347,-88.5266,50.78,4.3,mb,,164,1.014,1.03,us,us2000d3sl,2018-02-17T06:50:03.040Z,"38km S of Puerto El Triunfo, El Salvador",earthquake,7.4,12.7,0.075,50,reviewed,us,us
2018-02-17T05:33:01.480Z,40.3878,20.6098,10,4.3,mb,,88,0.271,0.89,us,us2000d3r4,2018-02-17T13:07:27.887Z,"8km NW of Erseke, Albania",earthquake,4.1,1.8,0.218,6,reviewed,us,us
2018-02-17T05:31:00.760Z,3.174,126.8191,57.94,4.7,mb,,106,2.448,0.98,us,us2000d3rh,2018-02-17T05:58:42.040Z,"207km NW of Tobelo, Indonesia",earthquake,9.9,8.5,0.082,45,reviewed,us,us
2018-02-17T05:29:03.880Z,46.9065,-112.527,12.01,2.83,ml,20,113,0.101,0.2,mb,mb80281719,2018-02-18T03:55:00.079Z,"12km ESE of Lincoln, Montana",earthquake,0.45,0.51,0.22,15,reviewed,mb,mb
2018-02-17T05:18:29.930Z,-53.3789,25.5868,10,5,mb,,74,20.658,0.43,us,us2000d3r2,2018-02-17T05:38:30.040Z,"South of Africa",earthquake,7.3,1.9,0.089,40,reviewed,us,us
2018-02-17T03:54:44.190Z,16.4307,-97.5148,10,5,mb,,147,1.509,1.11,us,us2000d3ql,2018-02-17T21:49:07.292Z,"24km NW of San Miguel Panixtlahuaca, Mexico",earthquake,8.5,1.9,0.027,437,reviewed,us,us
2018-02-17T03:28:49.760Z,16.2528,-98.0827,23.26,4.2,mb,,205,1.382,0.91,us,us2000d3qi,2018-02-17T03:45:38.040Z,"9km SW of Santiago Pinotepa Nacional, Mexico",earthquake,13.3,8.1,0.077,47,reviewed,us,us
2018-02-17T02:29:58.240Z,19.1355,-66.4648,12,2.88,md,12,286,0.6616,0.32,pr,pr2018048003,2018-02-17T06:20:38.200Z,"74km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.51,3.71,0.22,8,reviewed,pr,pr
2018-02-17T02:01:33.760Z,16.7057,-97.7682,10,4.3,mb,,178,1.144,0.72,us,us2000d3q6,2018-02-17T13:42:58.702Z,"23km ESE of Santa Maria Zacatepec, Mexico",earthquake,7.8,2,0.064,68,reviewed,us,us
2018-02-17T01:55:41.590Z,-7.5909,128.1083,127.32,4.9,mb,,33,3.185,0.98,us,us2000d3q5,2018-02-17T02:13:35.040Z,"299km ENE of Dili, East Timor",earthquake,6.5,7,0.08,50,reviewed,us,us
2018-02-17T01:15:15.070Z,18.8433,-66.3066,63,2.76,md,8,279,0.6684,0.46,pr,pr2018048001,2018-02-17T06:19:57.400Z,"41km N of Brenas, Puerto Rico",earthquake,4.8,6.48,0.2,4,reviewed,pr,pr
2018-02-17T00:56:07.970Z,18.3875,-68.3795,115,3.39,md,9,244,0.1264,0.1,pr,pr2018048000,2018-02-17T06:19:40.656Z,"21km S of Punta Cana, Dominican Republic",earthquake,7.77,0.97,0.29,5,reviewed,pr,pr
2018-02-17T00:36:53.650Z,16.2069,-97.7509,8.87,5.8,mww,,143,1.558,1.17,us,us2000d3m0,2018-02-19T07:37:08.440Z,"10km SE of Santiago Jamiltepec, Mexico",earthquake,7.2,4,0.073,18,reviewed,us,us
2018-02-17T00:28:27.760Z,-9.4678,117.6874,78.74,4.7,mb,,52,3.63,0.78,us,us2000d3lw,2018-02-17T01:09:51.449Z,"74km S of Pisangkemeng, Indonesia",earthquake,7.5,7.5,0.073,56,reviewed,us,us
2018-02-17T00:25:16.370Z,18.8225,-73.6053,12.81,4.6,mb,,37,1.273,0.76,us,us2000d3lu,2018-02-18T02:41:24.957Z,"34km NNW of Petit Trou de Nippes, Haiti",earthquake,5.5,4.4,0.038,212,reviewed,us,us
2018-02-16T23:48:51.971Z,60.8532,-142.471,16.5,2.8,ml,,,,0.81,ak,ak18438678,2018-02-17T00:00:23.077Z,"87km N of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-16T23:39:42.210Z,16.6459,-97.653,24.65,7.2,mww,,80,1.262,1.37,us,us2000d3km,2018-02-19T22:28:23.731Z,"37km NE of Pinotepa de Don Luis, Mexico",earthquake,5,2.4,0.073,18,reviewed,us,us
2018-02-16T23:08:35.110Z,35.6849,-97.3174,7.43,2.6,mb_lg,,31,0.054,0.39,us,us2000d3jx,2018-02-17T04:09:52.823Z,"11km WNW of Luther, Oklahoma",earthquake,1.5,4.3,0.068,56,reviewed,us,us
2018-02-16T22:35:28.480Z,18.2465,-66.5425,127,3.16,md,6,255,0.1755,0.32,pr,pr2018047004,2018-02-16T23:24:08.040Z,"8km ENE of Jayuya, Puerto Rico",earthquake,3.72,1.79,0.15,4,reviewed,pr,pr
2018-02-16T22:19:03.010Z,18.4291,-66.282,56,2.74,md,5,276,0.3462,0.14,pr,pr2018047003,2018-02-16T23:17:16.138Z,"2km SW of Toa Baja, Puerto Rico",earthquake,3.27,2.63,0.3,3,reviewed,pr,pr
2018-02-16T22:18:09.420Z,56.4224,-148.738,25.57,3.8,mb,,154,2.502,0.84,us,us2000d3j8,2018-02-16T22:52:06.040Z,"269km ESE of Kodiak, Alaska",earthquake,7.5,8.9,0.359,2,reviewed,us,us
2018-02-16T21:53:23.030Z,14.5477,146.7728,54.16,4.7,mb,,122,1.174,0.67,us,us2000d3j0,2018-02-16T22:34:58.040Z,"131km SE of Saipan, Northern Mariana Islands",earthquake,10,8,0.06,84,reviewed,us,us
2018-02-16T21:38:46.280Z,38.4492,141.9923,57.62,4.4,mwr,,130,1.111,0.84,us,us2000d3id,2018-02-16T22:24:52.040Z,"60km E of Ishinomaki, Japan",earthquake,5.6,5.7,0.066,22,reviewed,us,us
2018-02-16T21:19:57.770Z,37.8376667,-121.9758333,5.79,2.76,md,75,58,0.02122,0.1,nc,nc72970501,2018-02-19T15:30:45.681Z,"2km W of Diablo, CA",earthquake,0.11,0.14,0.166,74,reviewed,nc,nc
2018-02-16T18:49:44.930Z,56.1059,-149.2399,21.41,3.7,ml,,179,2.486,0.97,us,us2000d3e0,2018-02-17T15:59:28.040Z,"268km SE of Kodiak, Alaska",earthquake,5,10.2,0.049,54,reviewed,us,us
2018-02-16T18:36:10.151Z,61.295,-151.3448,73.5,2.9,ml,,,,0.6,ak,ak18438337,2018-02-17T15:42:33.040Z,"71km N of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-16T17:06:40.650Z,55.8543,-149.3416,6.2,3.4,ml,,192,2.58,0.92,us,us2000d3gn,2018-02-17T15:02:50.040Z,"285km SE of Kodiak, Alaska",earthquake,8.6,8.1,0.06,36,reviewed,us,us
2018-02-16T16:52:44.250Z,-7.7761,105.8627,53.38,4.4,mb,,128,2.695,1.07,us,us2000d3ar,2018-02-16T17:18:09.040Z,"80km SW of Gunungbatu, Indonesia",earthquake,8.5,5,0.112,23,reviewed,us,us
2018-02-16T16:46:36.220Z,32.9748,140.1006,135.79,4.5,mb,,128,0.278,1.07,us,us2000d3aj,2018-02-16T17:09:34.040Z,"30km ESE of Hachijo-jima, Japan",earthquake,8.8,4.4,0.099,30,reviewed,us,us
2018-02-16T16:22:11.370Z,56.0701,-149.8204,1.7,2.8,ml,,,,0.74,ak,ak18438240,2018-02-16T20:49:20.019Z,"247km SE of Kodiak, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2018-02-16T15:53:07.560Z,36.9622,-99.3568,5,2.7,mb_lg,,128,0.577,0.54,us,us2000d38m,2018-02-19T17:06:43.673Z,"28km ENE of Buffalo, Oklahoma",earthquake,2.5,2,0.062,68,reviewed,us,us
2018-02-16T15:01:39.230Z,56.4048,-148.5761,20.59,3.6,ml,,194,2.586,0.79,us,us2000d38f,2018-02-16T15:21:25.040Z,"278km ESE of Kodiak, Alaska",earthquake,3.4,10.2,0.048,58,reviewed,us,us
2018-02-16T13:57:55.490Z,43.9061,138.2794,253.95,4.3,mb,,37,3.119,0.78,us,us2000d380,2018-02-16T14:08:33.040Z,"183km SE of Terney, Russia",earthquake,8.1,9.9,0.094,32,reviewed,us,us
2018-02-16T13:55:21.920Z,55.8742,-150.0647,4.86,3.6,ml,,251,2.238,0.64,us,us2000d37v,2018-02-16T14:05:33.040Z,"256km SE of Kodiak, Alaska",earthquake,13.3,9.4,0.064,32,reviewed,us,us
2018-02-16T13:28:11.440Z,-7.7241,106.4171,63.13,4.6,mb,,70,2.841,1.31,us,us2000d37h,2018-02-16T15:24:30.903Z,"41km SSW of Cibungur, Indonesia",earthquake,6.1,9.1,0.102,29,reviewed,us,us
2018-02-16T13:21:08.990Z,36.5299,-98.9499,5,3.8,mb_lg,,126,0.155,0.46,us,us2000d36z,2018-02-16T16:52:01.466Z,"24km ENE of Mooreland, Oklahoma",earthquake,1.4,1.6,0.044,134,reviewed,us,us
2018-02-16T12:38:12.690Z,80.8183,-4.0551,10,4.3,mb,,83,3.401,0.41,us,us2000d36s,2018-02-16T12:58:20.040Z,"252km ESE of Nord, Greenland",earthquake,10.7,1.9,0.094,32,reviewed,us,us
2018-02-16T12:13:00.923Z,56.8557,-148.5943,17.9,3.1,ml,,,,0.68,ak,ak18438016,2018-02-16T12:18:21.069Z,"252km ESE of Kodiak, Alaska",earthquake,,3,,,automatic,ak,ak
2018-02-16T11:50:33.480Z,-29.3515,-69.4711,108.29,4.7,mww,,50,0.826,1.18,us,us2000d362,2018-02-16T12:18:22.634Z,"120km NW of San Jose de Jachal, Argentina",earthquake,7.3,6.3,0.073,18,reviewed,us,us
2018-02-16T11:43:32.690Z,13.001,-90.2614,28.85,4.9,mb,,152,1.212,1.2,us,us2000d364,2018-02-16T12:17:06.040Z,"80km SW of Acajutla, El Salvador",earthquake,7,6.2,0.026,450,reviewed,us,us
2018-02-16T11:01:27.470Z,12.7222,-88.0969,64.18,4.9,mb,,84,1.021,1.22,us,us2000d35e,2018-02-16T11:42:56.040Z,"52km S of Intipuca, El Salvador",earthquake,6.3,5,0.026,471,reviewed,us,us
2018-02-16T10:07:15.560Z,-4.0923,129.5612,49.95,4.3,mb,,60,2.924,0.52,us,us2000d352,2018-02-16T12:32:17.040Z,"110km SE of Amahai, Indonesia",earthquake,7.8,7.7,0.086,38,reviewed,us,us
2018-02-16T10:05:33.956Z,56.4301,-148.631,11.9,2.8,ml,,,,0.44,ak,ak18437884,2018-02-16T20:29:05.498Z,"274km ESE of Kodiak, Alaska",earthquake,,6.8,,,reviewed,ak,ak
2018-02-16T10:03:05.690Z,85.3247,92.1222,10,5.1,mb,,40,14.719,1.01,us,us2000d34y,2018-02-16T10:25:58.040Z,"North of Severnaya Zemlya",earthquake,10.8,1.9,0.038,221,reviewed,us,us
2018-02-16T09:52:20.720Z,51.766,-178.0694,72.97,3.2,ml,,353,0.575,0.79,us,us2000d356,2018-02-17T07:21:07.040Z,"14km SSE of Tanaga Volcano, Alaska",earthquake,30.9,10.7,0.181,4,reviewed,us,us
2018-02-16T09:40:11.380Z,56.3759,-149.3304,20.2,3.7,ml,,201,2.268,0.55,us,us2000d34p,2018-02-16T13:42:23.040Z,"244km SE of Kodiak, Alaska",earthquake,9.2,7.8,0.053,46,reviewed,us,us
2018-02-16T09:20:43.540Z,18.4846,-68.7708,123,3.43,md,10,150,0.3905,0.29,pr,pr2018047002,2018-02-16T12:17:40.280Z,"11km WNW of San Rafael del Yuma, Dominican Republic",earthquake,1.33,1.17,0.15,6,reviewed,pr,pr
2018-02-16T09:04:25.775Z,56.1363,-148.6753,80.5,2.9,ml,,,,0.56,ak,ak18437858,2018-02-16T20:20:23.459Z,"292km SE of Kodiak, Alaska",earthquake,,20.7,,,reviewed,ak,ak
2018-02-16T08:40:21.900Z,-4.0935,129.5341,43.63,5.3,mb,,41,2.95,0.6,us,us2000d344,2018-02-17T17:44:04.040Z,"108km SE of Amahai, Indonesia",earthquake,7.1,7.1,0.066,76,reviewed,us,us
2018-02-16T08:01:26.640Z,-5.902,-80.9766,25,4.7,mb,,119,1.831,0.88,us,us2000d33r,2018-02-16T13:33:04.958Z,"41km SSW of Sechura, Peru",earthquake,8.4,6.6,0.077,52,reviewed,us,us
2018-02-16T07:58:42.030Z,56.0394,-149.7822,14.68,3.4,mb,,205,2.271,0.74,us,us2000d33n,2018-02-16T09:10:20.040Z,"252km SE of Kodiak, Alaska",earthquake,9.2,9.1,0.348,2,reviewed,us,us
2018-02-16T07:56:07.650Z,-22.5545,-178.1999,351.32,4.8,mb,,105,6.667,0.84,us,us2000d33l,2018-02-16T08:12:08.040Z,"217km SSE of Ndoi Island, Fiji",earthquake,12.5,8.5,0.072,59,reviewed,us,us
2018-02-16T07:53:53.885Z,56.4419,-150.1402,6.4,2.8,ml,,,,0.73,ak,ak18437790,2018-02-16T08:01:28.793Z,"203km SE of Kodiak, Alaska",earthquake,,4.8,,,automatic,ak,ak
2018-02-16T07:48:21.640Z,55.848,-150.0667,4.51,2.9,ml,,237,2.254,0.87,us,us2000d3f8,2018-02-17T07:06:20.040Z,"259km SE of Kodiak, Alaska",earthquake,5,8.3,0.071,26,reviewed,us,us
2018-02-16T07:22:40.120Z,36.5068,-98.9507,7.4,2.6,mb_lg,,145,0.133,0.25,us,us2000d335,2018-02-16T15:25:16.850Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.5,8,0.072,50,reviewed,us,us
2018-02-16T07:19:40.230Z,36.5256,-98.9475,4.22,2.7,mb_lg,,146,0.152,0.29,us,us2000d32y,2018-02-17T03:27:05.565Z,"24km ENE of Mooreland, Oklahoma",earthquake,1.8,7.3,0.124,17,reviewed,us,us
2018-02-16T07:16:07.110Z,36.523,-98.9502,4.51,3.4,mb_lg,,75,0.149,0.25,us,us2000d32t,2018-02-17T03:26:18.818Z,"24km ENE of Mooreland, Oklahoma",earthquake,2.5,7.6,0.047,120,reviewed,us,us
2018-02-16T06:32:22.970Z,-45.6157,167.2777,11.8,4.2,mb,,96,0.174,1,us,us2000d32f,2018-02-18T08:01:25.204Z,"40km WSW of Te Anau, New Zealand",earthquake,11.4,12.9,0.265,4,reviewed,us,us
2018-02-16T06:12:08.970Z,56.5372,-148.6428,19.84,3.9,mb,,168,2.483,0.63,us,us2000d323,2018-02-16T06:59:28.040Z,"267km ESE of Kodiak, Alaska",earthquake,8.2,7.8,0.295,3,reviewed,us,us
2018-02-16T06:02:02.090Z,51.3951,-169.0619,26.85,3.8,mb,,224,3.289,1.09,us,us2000d32d,2018-02-16T06:43:43.040Z,"172km S of Nikolski, Alaska",earthquake,11.3,12.2,0.161,10,reviewed,us,us
2018-02-16T05:13:05.320Z,-7.6445,105.8817,30.82,4.8,mb,,58,2.827,0.83,us,us2000d31t,2018-02-16T05:35:39.040Z,"70km WSW of Gunungbatu, Indonesia",earthquake,6.5,5.5,0.08,48,reviewed,us,us
2018-02-16T04:43:47.894Z,56.1155,-150.1486,35,3.2,ml,,,,0.76,ak,ak18437654,2018-02-16T04:49:11.276Z,"231km SE of Kodiak, Alaska",earthquake,,2.9,,,automatic,ak,ak
2018-02-16T04:07:45.880Z,18.6431,-65.5001,81,2.92,md,6,317,0.6105,0.22,pr,pr2018047001,2018-02-16T07:07:02.272Z,"37km NE of Luquillo, Puerto Rico",earthquake,2.96,2.64,0.35,5,reviewed,pr,pr
2018-02-16T03:11:13.385Z,56.0235,-149.1653,11.9,2.8,ml,,,,0.6,ak,ak18437587,2018-02-16T19:45:13.703Z,"278km SE of Kodiak, Alaska",earthquake,,7.9,,,reviewed,ak,ak
2018-02-16T02:28:53.950Z,14.4627,146.9231,12.18,5,mb,,37,1.342,0.48,us,us2000d30v,2018-02-16T03:20:34.040Z,"150km ESE of Saipan, Northern Mariana Islands",earthquake,9.3,4.2,0.042,176,reviewed,us,us
2018-02-16T02:15:53.132Z,56.2794,-149.3556,35.5,3.4,ml,,,,0.68,ak,ak18437533,2018-02-16T02:20:50.383Z,"250km SE of Kodiak, Alaska",earthquake,,17.9,,,automatic,ak,ak
2018-02-16T01:54:44.960Z,15.8171,-94.871,49.11,4.6,mwr,,144,2.669,0.97,us,us2000d30g,2018-02-17T00:56:38.430Z,"44km SSE of San Mateo del Mar, Mexico",earthquake,8.4,7.9,0.098,10,reviewed,us,us
2018-02-16T01:03:28.600Z,12.5039,-87.6284,80.76,4.7,mb,,152,0.596,0.83,us,us2000d303,2018-02-16T01:49:50.040Z,"32km SW of Jiquilillo, Nicaragua",earthquake,6.1,6.3,0.028,381,reviewed,us,us
2018-02-16T00:18:53.660Z,-5.7834,-81.0714,21.81,4.5,mwr,,146,1.791,0.81,us,us2000d2zi,2018-02-16T02:50:26.842Z,"37km SW of Sechura, Peru",earthquake,3.2,5.6,0.083,14,reviewed,us,us
2018-02-16T00:00:15.460Z,51.6784,-176.8085,51.51,5.1,mww,,84,0.218,0.93,us,us2000d2yz,2018-02-17T19:56:05.040Z,"24km SSW of Adak, Alaska",earthquake,6.9,4.5,0.071,19,reviewed,us,us
2018-02-15T23:42:36.492Z,59.9683,-152.1314,73.3,2.7,ml,,,,0.55,ak,ak18437395,2018-02-16T00:26:28.040Z,"27km NW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-02-15T23:36:21.650Z,-27.8091,-71.6736,10.13,4.6,mwr,,117,0.66,1.09,us,us2000d2yd,2018-02-16T00:06:52.040Z,"123km NW of Vallenar, Chile",earthquake,3.1,4.5,0.029,118,reviewed,us,us
2018-02-15T23:01:43.510Z,-23.7467,-66.9238,216.68,4.3,mb,,39,1.398,0.94,us,us2000d2y0,2018-02-15T23:17:34.040Z,"80km NW of San Antonio de los Cobres, Argentina",earthquake,8.2,6.7,0.168,10,reviewed,us,us
2018-02-15T22:15:29.790Z,17.8423,-67.6156,83,2.63,md,3,355,0.5319,0.18,pr,pr2018046007,2018-02-16T00:36:34.207Z,"47km WSW of Pole Ojea, Puerto Rico",earthquake,13.73,1.91,0.02,3,reviewed,pr,pr
2018-02-15T21:52:34.830Z,18.33,-66.5151,116,3.03,md,12,97,0.1477,0.44,pr,pr2018046005,2018-02-16T00:34:48.719Z,"4km W of Ciales, Puerto Rico",earthquake,3.19,1.91,0.08,10,reviewed,pr,pr
2018-02-15T21:31:15.300Z,19.2006667,-155.5073333,34.01,2.7,md,45,79,0.04811,0.1,hv,hv70038347,2018-02-16T02:18:03.090Z,"4km W of Pahala, Hawaii",earthquake,0.64,0.93,0.15,23,reviewed,hv,hv
2018-02-15T21:23:04.684Z,59.8064,-152.9448,103,3.4,ml,,,,0.53,ak,ak18437346,2018-02-15T22:03:03.040Z,"62km W of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-02-15T21:23:04.136Z,59.8415,-152.9576,100.2,3.6,ml,,,,0.71,ak,ak18437336,2018-02-15T21:41:45.541Z,"63km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-15T21:14:52.021Z,56.4049,-150.0695,0,3.1,ml,,,,0.73,ak,ak18437306,2018-02-15T21:25:59.329Z,"209km SE of Kodiak, Alaska",earthquake,,4.9,,,automatic,ak,ak
2018-02-15T21:01:23.070Z,8.2624,94.117,37.35,4.4,mb,,141,4.121,0.62,us,us2000d2ve,2018-02-15T22:52:09.040Z,"94km ENE of Mohean, India",earthquake,11.1,4.8,0.117,21,reviewed,us,us
2018-02-15T20:05:17.605Z,56.0589,-149.7547,10,2.6,ml,,,,0.81,ak,ak18437273,2018-02-15T21:27:42.523Z,"251km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-02-15T20:04:09.640Z,19.1016,-67.7628,67,3.08,md,3,342,1.2752,0.22,pr,pr2018046006,2018-02-16T00:35:58.343Z,"88km NE of Punta Cana, Dominican Republic",earthquake,7.92,18.36,0.09,3,reviewed,pr,pr
2018-02-15T19:42:09.670Z,32.3436667,-115.3476667,15.02,2.51,ml,24,138,0.08379,0.25,ci,ci38109568,2018-02-15T20:21:47.418Z,"15km W of Delta, B.C., MX",earthquake,0.48,0.78,0.121,49,reviewed,ci,ci
2018-02-15T19:34:32.310Z,55.9177,-149.7482,10,4.5,ml,,202,2.355,0.69,us,us2000d2tr,2018-02-15T19:57:14.692Z,"264km SE of Kodiak, Alaska",earthquake,8.6,2,0.055,44,reviewed,us,us
2018-02-15T18:41:06.020Z,44.7378333,-111.007,8.44,2.58,ml,21,54,0.0215,0.13,uu,uu60268292,2018-02-16T02:15:22.045Z,"11km NE of West Yellowstone, Montana",earthquake,0.29,0.72,0.144,4,reviewed,uu,uu
2018-02-15T18:33:40.374Z,59.8974,-141.053,3.3,2.9,ml,,,,0.9,ak,ak18437173,2018-02-15T18:45:35.863Z,"79km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-02-15T17:37:55.802Z,57.2187,-150.6339,1,2.6,ml,,,,0.79,ak,ak18437138,2018-02-15T17:41:52.558Z,"123km ESE of Kodiak, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-02-15T17:13:14.180Z,20.1949997,-155.5534973,32.5,2.93,md,40,242,0.2124,0.21,hv,hv70038272,2018-02-15T17:16:32.070Z,"15km NW of Honoka'a, Hawaii",earthquake,0.8,1.18,0.24,7,automatic,hv,hv
2018-02-15T16:38:45.638Z,56.1573,-149.6834,35.3,3,ml,,,,0.62,ak,ak18437116,2018-02-15T16:45:47.665Z,"245km SE of Kodiak, Alaska",earthquake,,23,,,automatic,ak,ak
2018-02-15T15:39:55.210Z,-3.5911,144.5666,32.46,4.7,mb,,50,3.191,0.95,us,us2000d2mx,2018-02-16T15:36:40.040Z,"76km NE of Angoram, Papua New Guinea",earthquake,9.3,5.8,0.065,73,reviewed,us,us
2018-02-15T14:28:55.590Z,42.9209,-71.012,6.25,2.7,mb_lg,,126,0.202,0.48,us,us2000d2m8,2018-02-19T15:50:02.513Z,"0km SE of East Kingston, New Hampshire",earthquake,1.9,5.5,0.079,42,reviewed,us,us
2018-02-15T13:36:04.170Z,19.0825,-67.5335,45,2.9,md,6,227,0.746,0.17,pr,pr2018046004,2018-02-15T17:25:53.793Z,"79km NW of San Antonio, Puerto Rico",earthquake,1.41,3.85,0.03,4,reviewed,pr,pr
2018-02-15T13:08:44.990Z,59.7904,-136.5436,10,3,ml,,81,0.626,1.43,us,us2000d2lg,2018-02-15T14:26:43.040Z,"78km WNW of Skagway, Alaska",earthquake,2.8,2,0.043,72,reviewed,us,us
2018-02-15T11:40:05.770Z,-5.2723,151.3959,121.33,5.2,mww,,65,1.318,0.79,us,us2000d2kz,2018-02-17T18:59:51.040Z,"140km SW of Kokopo, Papua New Guinea",earthquake,8.7,6.2,0.073,18,reviewed,us,us
2018-02-15T11:35:24.050Z,36.1803333,-117.851,1.9,3.31,ml,33,53,0.0627,0.14,ci,ci38109320,2018-02-15T17:37:44.344Z,"17km NNE of Coso Junction, CA",earthquake,0.14,0.28,0.142,274,reviewed,ci,ci
2018-02-15T10:52:49.300Z,56.3685,-149.0281,20.5,4.1,mb,,154,2.403,0.45,us,us2000d2kk,2018-02-15T11:27:56.040Z,"258km SE of Kodiak, Alaska",earthquake,7.5,8.6,0.233,5,reviewed,us,us
2018-02-15T10:35:33.443Z,56.1108,-157.856,28.4,2.8,ml,,,,0.79,ak,ak18437013,2018-02-15T10:44:35.200Z,"58km ESE of Chignik Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-02-15T10:17:27.640Z,35.7732,82.2256,32.65,4.7,mb,,72,6.876,1.27,us,us2000d2kb,2018-02-15T10:42:09.040Z,"253km SE of Hotan, China",earthquake,7.7,4.8,0.071,60,reviewed,us,us
2018-02-15T09:54:05.490Z,19.063,-68.6588,47,3.3,md,5,213,0.6152,1,pr,pr2018046002,2018-02-15T12:02:30.472Z,"41km ENE of Miches, Dominican Republic",earthquake,4.72,10.8,0.25,5,reviewed,pr,pr
2018-02-15T09:31:16.590Z,-22.3707,-176.1207,9.31,5,mb,,43,6.658,0.5,us,us2000d2k8,2018-02-15T10:24:57.040Z,"160km SW of Vaini, Tonga",earthquake,6.3,3.7,0.048,138,reviewed,us,us
2018-02-15T08:27:22.050Z,-0.0699,-17.8353,10,5.6,mww,,79,14.579,0.62,us,us2000d2jg,2018-02-16T16:52:41.040Z,"North of Ascension Island",earthquake,10.5,1.9,0.068,21,reviewed,us,us
2018-02-15T08:08:55.060Z,-3.0967,148.2815,10,5.3,mb,,78,1.389,1.21,us,us2000d2jc,2018-02-17T17:28:05.040Z,"163km SE of Lorengau, Papua New Guinea",earthquake,7.9,1.9,0.064,81,reviewed,us,us
2018-02-15T07:43:08.050Z,18.1513,-64.8776,73,2.89,md,8,344,0.9713,1.6,pr,pr2018046003,2018-02-16T06:15:49.040Z,"14km ESE of Charlotte Amalie, U.S. Virgin Islands",earthquake,20.87,21.64,0.53,5,reviewed,pr,pr
2018-02-15T07:13:25.720Z,36.424,71.427,107.65,4.2,mb,,118,3.152,0.96,us,us2000d2j4,2018-02-17T22:47:54.777Z,"30km SSW of Ashkasham, Afghanistan",earthquake,4.2,9.5,0.124,18,reviewed,us,us
2018-02-15T07:10:51.460Z,19.2151,-65.0421,96,3.43,md,7,333,1.3425,0.32,pr,pr2018046001,2018-02-16T06:11:16.040Z,"111km NNW of Road Town, British Virgin Islands",earthquake,6.38,9.59,0.03,4,reviewed,pr,pr
2018-02-15T06:38:00.250Z,35.7805,-98.5783,6.21,2.5,mb_lg,,79,0.161,0.25,us,us2000d2ip,2018-02-15T07:05:05.040Z,"15km ENE of Thomas, Oklahoma",earthquake,1.2,4.4,0.109,22,reviewed,us,us
2018-02-15T04:39:14.761Z,56.0811,-150.1804,3.5,2.6,ml,,,,0.8,ak,ak18436950,2018-02-15T19:44:44.495Z,"233km SE of Kodiak, Alaska",earthquake,,7.5,,,reviewed,ak,ak
2018-02-15T03:34:07.394Z,61.721,-149.7112,41.8,2.5,ml,,,,0.56,ak,ak18436935,2018-02-15T03:44:38.335Z,"11km NNE of Houston, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-02-15T03:06:18.770Z,18.528,-67.4001,20,2.91,md,17,183,0.1639,0.42,pr,pr2018046000,2018-02-15T03:57:08.827Z,"26km NW of Rincon, Puerto Rico",earthquake,1.54,3.43,0.21,11,reviewed,pr,pr
2018-02-15T02:15:59.266Z,56.2991,-148.3367,10.2,2.7,ml,,,,0.58,ak,ak18436904,2018-02-15T02:39:11.172Z,"297km ESE of Kodiak, Alaska",earthquake,,12,,,reviewed,ak,ak
2018-02-15T01:47:35.580Z,34.0448333,-117.14,13.38,3.34,ml,155,20,0.02474,0.19,ci,ci38109080,2018-02-19T05:49:53.038Z,"3km S of Mentone, CA",earthquake,0.11,0.25,0.132,305,reviewed,ci,ci
2018-02-14T23:58:53.850Z,34.906,86.9784,10,4.7,mb,,67,6.927,0.43,us,us2000d2f6,2018-02-15T00:19:57.040Z,"Western Xizang",earthquake,9,1.9,0.069,64,reviewed,us,us
2018-02-14T22:43:07.998Z,56.7229,-148.6935,34.3,3.2,ml,,,,0.54,ak,ak18436691,2018-02-14T22:49:31.740Z,"253km ESE of Kodiak, Alaska",earthquake,,10.7,,,automatic,ak,ak
2018-02-14T22:33:53.670Z,-1.3091,120.6115,23.53,4.6,mb,,80,2.176,0.93,us,us2000d2df,2018-02-14T23:15:30.678Z,"13km NNW of Kasiguncu, Indonesia",earthquake,6,6.6,0.085,41,reviewed,us,us
